Overall
69
64
52
78
67
60
69
66
52
68
63
64
65
70
73
59
71
70
74
58
67
72
62
66
71
64
63
64
69
63
67
67
62
61
72
68
72
72
67
56
67
55
65
63
66
73
60
74
66
66
62
72
62
65
67
69
70
64
74
70
62
62
71
68
72
54
60
70
59
72
73
64
62
69
67
80
68
60
61
65
70
58
68
72
64
76
65
73
72
73
66
50
58
73
71
59
67
74
73
61
55
51
62
71
80
64
68
66
68
59
76
72
74
80
64
63
78
66
59
61
62
63
72
65
68
65
65
48
57
67
66
55
74
65
61
57
58
71
84
62
72
74
64
68
78
60
62
56
57
56
56
70
72
64
67
70
73
63
59
67
66
62
68
65
62
67
74
58
69
55
52
63
75
53
65
60
67
68
64
70
66
67
54
61
61
58
72
88
53
72
62
69
58
65
76
54
65
72
78
61
61
66
72
63
73
64
70
62
70
65
68
66
54
68
60
61
65
71
76
63
68
70
68
64
50
66
55
69
68
67
69
57
56
67
53
67
68
64
64
61
72
59
63
54
69
74
78
61
71
70
65
60
63
69
75
56
69
63
67
66
59
64
57
74
59
61
72
65
70
70
82
65
74
68
62
71
63
54
80
63
70
55
66
68
57
60
66
61
72
67
66
59
65
57
50
67
60
65
63
59
66
86
72
68
73
65
72
70
67
64
61
57
65
64
60
61
70
65
69
66
70
65
55
68
74
66
64
69
71
63
60
68
63
58
72
53
79
75
70
58
60
69
53
66
82
65
67
78
65
58
61
56
57
63
63
75
50
59
74
65
79
61
67
62
58
58
67
64
63
65
65
60
65
72
66
80
67
85
73
68
57
65
67
59
69
62
54
75
62
71
63
76
65
65
67
71
62
61
65
71
53
61
69
66
61
73
52
63
68
71
70
72
66
65
63
75
66
77
78
65
75
66
67
60
55
61
73
58
68
72
65
71
71
65
62
75
76
67
61
59
57
63
75
67
73
61
59
72
70
87
72
66
53
68
67
66
73
68
73
69
60
66
66
61
61
56
61
81
73
62
66
61
73
66
66
66
63
66
60
75
76
73
57
64
58
58
70
63
65
62
57
74
73
70
65
67
68
63
68
66
81
66
62
59
63
70
77
82
64
74
67
57
63
74
62
64
66
56
62
52
67
63
77
64
71
64
58
64
75
72
64
73
72
65
55
68
72
54
77
58
60
67
74
72
68
61
62
76
65
61
65
64
60
65
67
75
72
59
63
74
71
66
65
84
64
68
59
79
59
77
80
57
68
66
56
55
70
64
71
69
66
68
59
58
66
74
67
72
60
72
65
70
61
67
80
63
68
69
56
60
63
62
70
55
70
66
72
72
71
67
60
65
61
75
56
64
73
51
69
63
66
72
82
66
64
62
64
62
68
59
69
66
77
62
68
65
73
54
50
62
72
71
75
64
67
71
67
65
54
62
59
60
62
72
56
62
61
63
61
68
64
62
60
64
63
64
78
63
65
57
75
60
69
66
72
75
80
78
82
64
71
74
54
79
63
65
60
66
66
52
81
69
67
65
77
70
74
80
61
61
70
73
77
66
57
66
67
54
70
64
69
63
75
77
59
60
67
69
70
73
64
67
52
66
62
78
59
61
66
52
72
55
65
59
67
62
61
70
75
70
65
59
60
67
57
55
53
63
80
60
72
75
61
65
62
66
50
61
66
65
68
73
64
75
58
69
71
54
75
63
76
59
61
64
72
67
74
67
75
75
81
76
66
53
62
59
54
70
65
61
59
66
50
64
67
62
66
60
62
50
58
68
58
59
68
76
67
74
64
65
60
66
67
67
61
79
63
56
65
68
68
63
71
78
69
76
70
74
64
62
78
59
57
63
69
64
59
72
70
72
72
65
60
67
48
67
59
64
64
70
69
59
66
84
67
75
63
55
73
67
70
63
69
59
75
82
64
69
70
55
69
69
76
81
74
72
69
64
78
82
54
66
77
82
62
63
65
59
70
67
60
73
68
64
63
62
77
77
66
76
75
58
70
64
73
63
58
65
76
66
75
67
68
65
58
74
69
63
70
65
67
75
72
73
69
57
59
62
72
70
67
76
70
68
66
55
70
62
67
60
62
68
68
63
74
79
53
71
67
61
63
65
55
65
74
70
59
52
74
64
65
54
72
66
58
57
64
62
64
65
72
62
72
66
57
65
76
52
68
66
65
73
59
72
62
57
72
62
70
65
61
64
65
74
73
66
63
64
64
62
65
64
66
62
70
58
74
56
68
75
58
73
57
70
59
65
61
70
63
69
66
79
56
65
64
64
76
67
65
70
68
64
71
51
76
70
64
77
67
88
65
67
69
65
77
65
67
57
55
75
70
63
65
75
63
67
79
61
57
61
76
62
58
57
69
75
63
63
72
69
86
65
59
66
59
70
74
64
59
66
64
51
62
75
51
62
73
52
77
70
59
55
52
70
63
67
77
65
70
71
66
69
55
73
63
64
72
57
69
55
77
57
70
62
63
56
75
53
64
71
81
68
74
59
58
69
63
69
66
72
73
66
68
64
58
66
58
65
78
66
71
56
66
76
57
73
62
74
73
76
63
70
53
64
66
67
65
67
70
70
60
75
62
67
65
71
67
61
75
62
74
71
66
63
64
56
74
64
67
70
76
60
70
71
67
70
63
80
69
77
66
70
69
77
67
66
56
62
77
65
59
75
59
74
74
55
57
63
53
65
64
73
59
69
62
68
73
70
73
74
72
64
80
76
80
69
68
61
66
63
66
77
72
64
65
53
66
66
69
71
69
57
72
67
71
64
71
77
75
77
67
68
49
65
73
58
67
70
78
65
73
70
53
65
68
65
66
79
68
62
59
69
66
65
82
60
65
68
75
62
72
63
75
73
73
73
70
68
70
63
58
51
63
68
76
60
67
65
71
67
89
67
77
73
62
59
80
77
53
75
72
67
56
61
59
69
73
62
77
61
63
66
62
66
64
67
64
70
66
67
67
76
64
88
68
68
58
67
71
60
78
59
61
63
55
69
62
67
64
76
62
57
72
66
64
66
72
64
69
70
64
66
63
73
70
67
73
59
62
75
67
79
72
58
60
70
66
61
60
70
69
73
53
66
67
62
55
60
60
64
70
59
53
67
57
74
70
63
62
61
67
74
59
61
67
57
66
65
66
52
70
57
62
61
60
70
88
55
61
61
64
81
75
62
67
67
54
63
60
67
81
69
68
65
66
58
67
71
77
63
68
84
68
70
61
69
48
81
70
72
73
69
73
60
55
73
64
62
74
65
70
69
76
69
53
64
58
64
72
50
75
54
55
63
62
62
55
64
57
77
63
70
58
61
66
65
65
55
75
64
75
62
67
54
66
68
66
68
70
75
66
60
58
76
63
59
66
72
60
78
68
73
62
76
66
59
78
75
71
52
52
59
72
77
66
75
71
75
57
68
55
52
66
68
72
56
71
57
72
57
68
64
69
47
70
62
63
61
61
79
80
68
57
71
71
66
68
74
67
78
68
63
64
70
68
66
70
61
68
57
70
76
66
67
58
76
72
66
60
76
65
62
60
70
65
71
74
51
70
59
69
65
65
74
65
73
64
69
65
73
64
67
64
63
73
61
62
77
69
69
56
63
81
74
63
48
62
77
75
75
72
65
53
66
74
72
78
71
61
65
67
67
86
58
57
61
73
65
54
71
65
65
62
75
69
75
80
74
73
69
68
66
59
60
65
70
70
67
61
68
62
71
65
54
55
68
67
60
63
61
70
67
77
74
65
57
65
69
67
74
68
64
70
62
57
76
76
71
72
65
62
80
58
63
72
71
68
58
68
62
69
66
75
74
81
70
64
68
74
63
58
64
61
53
66
65
55
74
68
61
68
68
54
63
65
67
60
73
67
77
68
67
68
75
63
71
70
75
66
81
65
54
65
51
72
58
65
79
63
64
58
57
63
61
79
71
69
57
61
61
62
57
78
66
74
65
73
68
72
65
69
57
67
82
71
69
68
84
63
63
56
66
69
70
61
67
70
64
79
59
58
68
75
47
73
65
77
62
75
70
75
68
67
63
57
65
74
69
58
64
66
69
63
79
71
64
58
48
72
75
63
61
75
75
57
74
74
67
53
79
68
55
64
62
69
62
78
67
73
70
60
71
55
68
70
67
63
83
55
74
71
61
59
71
66
63
68
67
66
74
72
81
76
60
55
62
73
59
55
66
76
75
71
62
59
63
71
68
76
70
64
68
68
56
63
74
71
75
65
75
65
69
66
73
61
60
75
69
62
65
69
76
54
71
62
60
66
58
70
70
68
58
68
72
71
68
76
65
65
46
55
58
64
74
77
62
64
68
55
62
59
72
81
79
68
63
64
52
60
66
66
62
65
76
72
65
65
73
65
71
54
62
65
70
57
63
68
66
76
62
65
61
67
68
75
57
75
71
66
59
70
48
72
69
67
74
56
68
71
70
68
64
70
77
63
66
69
69
77
69
65
62
67
67
66
67
70
69
75
69
67
66
71
79
62
59
74
64
67
74
64
70
75
63
74
63
70
82
68
80
67
72
70
69
73
70
58
69
72
70
61
69
66
71
74
57
66
61
73
66
61
63
79
63
56
77
62
64
61
76
64
84
70
69
67
59
62
59
74
60
57
62
63
69
61
77
72
66
62
53
72
58
72
86
74
79
58
64
72
68
67
65
82
59
71
65
57
63
62
72
64
70
71
71
65
76
73
63
79
67
67
70
72
68
66
73
72
62
60
69
57
53
69
65
63
68
71
59
60
68
62
65
60
67
69
69
54
57
67
59
58
62
61
63
65
70
65
60
77
64
62
64
67
74
59
81
68
63
82
68
56
59
62
65
73
64
79
63
64
65
48
71
67
73
51
53
65
72
56
52
61
67
77
59
64
56
67
63
73
67
65
58
64
66
67
62
71
73
76
70
69
71
66
69
64
64
64
64
63
71
64
63
66
70
65
57
67
69
71
74
73
62
66
69
83
79
62
65
59
66
70
61
67
64
57
73
58
66
60
63
74
74
81
69
64
76
61
72
64
72
63
63
70
61
66
72
65
81
67
69
69
68
63
72
59
54
73
61
66
65
68
60
66
61
70
76
63
66
72
72
78
84
70
74
55
68
53
54
54
63
68
58
70
68
71
69
60
69
69
85
67
71
72
80
53
61
68
74
53
63
64
68
69
73
70
64
62
68
64
68
75
70
69
64
75
59
78
68
69
67
65
70
75
68
77
64
68
51
72
76
61
62
80
62
69
65
59
52
65
66
53
78
69
75
60
54
57
74
57
64
63
65
68
72
68
57
60
60
61
69
65
60
60
61
64
71
58
61
77
74
69
58
57
66
69
71
66
61
71
77
70
79
61
70
72
62
59
76
58
64
62
78
70
72
55
71
66
62
64
82
56
69
62
71
71
61
80
68
70
72
67
72
51
73
64
66
76
71
50
66
72
77
68
67
54
75
51
57
68
80
71
72
58
60
60
79
68
67
62
65
54
71
68
65
80
70
72
67
83
64
72
67
65
68
75
61
76
58
63
59
67
78
72
70
63
67
67
69
72
54
56
71
61
64
63
73
82
71
63
74
77
76
68
65
57
63
69
66
64
82
65
67
52
67
73
67
57
72
64
67
57
62
62
69
71
65
70
63
71
71
72
71
67
66
71
60
73
63
71
71
66
51
73
68
57
68
62
72
76
79
76
61
67
73
62
58
61
51
77
66
53
70
63
71
67
68
59
66
54
66
67
68
70
66
62
60
73
65
73
70
64
65
69
68
69
71
55
67
59
74
65
69
66
69
60
64
78
69
78
69
69
73
69
72
66
61
63
67
68
65
68
70
52
64
76
71
63
73
57
69
69
54
62
60
66
64
73
69
72
70
63
69
64
77
72
72
60
62
66
66
66
81
75
68
74
65
59
65
65
51
67
74
67
57
58
73
56
66
57
82
66
66
78
54
65
66
65
65
62
69
65
69
68
78
66
56
66
55
68
64
85
69
66
69
61
75
60
61
69
73
67
65
62
63
57
74
71
64
55
60
68
65
70
75
78
62
47
67
68
72
51
78
77
66
69
61
78
64
65
72
67
69
54
68
51
63
62
54
62
59
72
80
71
67
70
61
72
80
75
54
61
76
64
68
59
63
72
66
76
64
68
66
77
68
67
74
75
67
70
69
66
72
69
71
56
72
65
48
64
69
61
75
65
73
66
57
64
62
63
76
68
69
64
63
61
75
75
70
67
64
71
58
66
70
69
80
60
73
63
64
72
63
78
81
60
65
67
71
58
58
62
70
57
67
61
52
67
54
67
76
67
61
60
59
58
55
69
56
62
67
69
66
71
71
53
65
78
63
65
63
67
58
73
70
77
62
48
67
68
65
66
55
69
63
67
83
64
72
63
75
65
64
79
74
77
65
66
83
65
63
49
75
72
62
67
58
73
71
67
77
69
72
54
70
70
81
71
63
72
70
74
74
68
63
57
59
59
67
61
70
60
75
70
72
69
81
56
68
59
66
71
53
65
67
65
56
66
65
72
73
61
58
64
76
57
63
79
72
61
67
64
73
57
61
60
64
76
64
67
62
58
75
53
72
69
60
63
79
67
62
56
88
77
71
68
69
68
69
65
66
64
55
80
65
57
69
75
63
66
58
73
55
66
69
67
62
57
65
65
71
58
79
57
79
63
65
59
66
62
65
68
61
56
74
58
66
55
74
65
65
76
57
63
76
70
66
62
65
67
68
65
73
68
74
71
68
54
66
71
70
66
70
64
82
65
65
67
64
75
65
50
73
53
75
73
66
68
69
64
70
67
60
68
74
71
59
70
73
79
56
64
66
71
63
65
82
61
62
73
64
69
69
63
69
60
60
65
76
63
75
67
72
49
63
54
68
67
62
73
67
67
54
62
66
65
53
59
53
63
63
62
65
61
68
64
56
73
58
67
68
64
58
68
63
53
73
59
70
74
70
65
56
59
53
58
67
57
71
61
60
65
66
61
77
63
69
61
70
64
71
57
67
70
68
72
64
65
70
69
72
76
76
62
59
50
66
63
62
62
68
76
74
62
63
68
74
69
66
69
69
70
71
72
71
65
80
75
64
57
68
71
80
64
76
53
73
64
62
57
64
68
64
64
74
70
64
67
67
68
65
64
67
65
65
65
65
59
62
71
68
77
65
74
62
57
71
62
60
70
59
66
55
59
69
72
69
54
68
75
55
57
60
74
70
71
60
60
77
75
61
64
66
72
54
76
78
72
67
70
73
66
67
77
68
78
65
74
83
76
78
61
82
63
67
79
72
64
67
63
57
54
67
86
70
69
59
70
63
73
63
63
79
68
78
72
54
69
59
66
59
63
62
79
80
70
60
64
68
77
64
73
75
68
63
67
69
63
59
66
66
69
75
67
74
54
67
64
67
70
58
70
82
60
65
73
71
58
57
60
68
60
64
69
57
63
66
57
73
75
62
68
77
62
55
74
62
66
65
65
60
60
68
61
67
73
66
55
62
51
64
64
69
78
56
72
61
72
70
74
65
74
72
72
69
71
79
69
76
76
70
79
70
63
62
62
71
62
65
73
66
70
63
68
68
65
76
73
55
69
57
69
67
69
62
72
63
59
66
69
70
64
67
67
61
64
62
53
68
69
62
69
63
52
75
67
79
65
53
74
71
65
73
66
59
63
64
59
73
63
63
66
74
70
77
67
68
57
76
74
61
57
61
65
72
69
71
72
62
67
71
61
81
71
55
72
56
76
74
61
63
59
70
65
50
68
50
67
60
71
72
69
66
59
61
71
66
71
68
49
61
79
72
73
69
50
59
73
69
74
56
66
64
65
56
62
60
69
73
67
68
64
65
66
64
56
69
69
69
64
64
74
53
75
68
62
65
65
65
65
80
65
74
59
83
71
69
56
66
75
66
58
65
56
60
77
72
66
64
67
67
60
74
67
62
67
65
64
63
67
70
68
69
73
62
62
64
62
63
68
62
74
63
67
58
67
71
66
62
53
71
70
67
66
75
79
69
69
69
69
66
74
64
70
59
67
57
62
66
78
64
75
65
76
62
57
66
68
69
58
75
76
72
60
68
66
61
68
79
62
64
64
64
75
82
61
56
71
73
67
65
59
70
66
78
67
72
66
64
66
68
69
64
59
55
66
63
65
74
65
79
71
69
75
66
74
60
68
70
52
80
74
71
59
69
76
60
61
65
77
52
65
72
73
52
57
69
60
68
73
71
63
62
67
81
65
61
71
60
66
74
71
64
57
75
72
50
66
66
68
67
59
65
71
82
60
75
67
64
69
62
57
69
74
71
67
65
69
60
61
71
56
52
56
68
64
65
60
71
67
66
65
73
70
70
74
71
67
65
81
56
68
62
71
74
69
70
66
67
76
77
70
74
68
68
63
67
80
58
67
79
70
60
66
61
54
62
74
67
67
65
71
62
69
64
70
65
52
58
66
78
59
63
65
73
70
67
61
69
68
70
69
62
71
67
73
71
81
62
66
67
69
58
56
71
64
70
69
71
66
64
70
60
60
63
69
63
68
70
66
64
64
76
74
66
65
76
64
65
69
81
66
58
62
61
74
56
61
74
73
73
82
60
67
68
67
63
71
68
59
69
68
68
69
61
81
67
76
52
73
65
62
72
66
64
60
61
60
77
82
67
66
83
69
66
74
62
84
76
63
52
69
81
65
64
69
59
66
76
59
65
68
62
75
63
64
68
62
63
72
66
76
77
66
64
68
67
77
78
64
68
74
65
58
55
87
71
64
67
60
70
72
71
65
58
64
55
67
68
71
72
61
67
69
71
64
67
76
72
62
63
63
77
61
68
65
73
73
60
60
69
61
61
70
63
59
75
47
74
67
64
74
70
60
66
70
68
58
65
85
74
68
66
66
70
54
64
64
61
75
69
66
66
60
53
65
62
69
72
64
64
67
61
75
47
64
67
63
65
61
68
61
59
63
75
72
73
63
74
72
52
72
84
76
75
61
57
66
74
56
63
63
66
53
74
71
76
67
78
65
77
60
51
63
70
63
57
71
62
73
64
65
65
75
63
79
64
64
72
69
66
74
72
53
62
58
75
66
66
73
57
67
71
68
80
69
66
65
73
71
58
69
77
71
73
61
72
68
71
77
65
64
63
50
78
69
74
60
55
70
58
77
71
67
74
65
63
61
73
58
77
68
60
47
66
62
58
60
62
61
77
67
57
67
65
56
69
61
65
68
64
58
60
77
60
68
61
67
63
57
55
56
65
73
63
82
66
72
85
59
56
51
73
58
79
63
63
62
62
63
71
68
74
66
63
59
69
64
62
64
60
73
58
70
66
56
77
65
60
75
68
75
68
71
66
61
71
64
67
60
77
58
71
70
61
64
69
62
61
62
79
71
76
54
81
75
69
74
53
70
71
68
71
77
67
47
56
62
66
65
64
71
66
85
74
63
56
61
67
61
63
59
55
65
59
59
72
63
66
69
74
62
62
79
64
67
60
70
61
54
58
84
61
57
59
71
67
67
73
58
76
62
53
56
69
65
71
54
65
65
76
68
76
69
64
66
68
65
68
72
67
83
61
62
68
70
68
60
74
70
70
66
69
65
55
68
62
63
76
72
72
63
61
62
58
67
67
63
77
65
66
64
70
51
74
65
55
67
66
62
70
56
65
69
61
64
64
59
62
70
50
66
71
65
55
49
62
67
61
72
72
65
75
64
70
64
72
75
75
71
61
71
55
60
47
75
73
75
70
62
68
72
63
83
63
67
59
64
76
75
79
68
77
72
65
67
78
77
54
60
53
66
65
66
59
57
81
59
58
60
71
69
68
69
72
74
62
71
61
64
81
61
60
63
72
70
68
60
72
57
72
81
50
54
81
69
59
67
55
70
61
65
64
66
64
68
61
59
61
64
75
67
69
54
86
64
68
75
56
63
75
75
62
70
75
59
74
70
69
58
56
65
63
63
83
64
69
67
56
62
68
76
63
71
80
77
69
58
61
73
72
67
70
65
67
68
65
74
69
58
70
60
62
60
78
66
56
68
64
70
59
65
55
63
72
60
69
72
60
67
62
61
72
62
76
55
64
54
62
67
74
60
64
69
74
71
77
66
55
71
78
65
68
77
65
83
66
68
74
64
70
57
66
60
66
62
62
61
73
71
64
59
73
73
76
68
75
70
68
63
67
72
71
57
68
71
59
64
67
68
59
80
76
64
74
69
53
68
67
64
63
60
76
50
67
77
63
69
65
68
73
53
70
67
60
71
68
57
54
63
71
73
65
58
75
54
71
69
66
72
67
73
67
70
61
76
62
51
69
63
62
76
70
72
70
67
65
64
51
68
62
67
64
60
73
73
79
75
72
61
63
62
65
61
68
72
53
70
65
67
72
63
58
73
69
70
76
72
67
55
68
69
78
68
74
69
59
67
62
72
62
70
69
59
85
56
61
67
76
61
59
77
72
66
77
83
64
59
65
70
61
73
60
48
61
70
62
68
65
54
66
65
73
69
70
58
73
54
71
66
61
74
71
61
75
56
55
61
69
66
70
76
63
68
63
66
83
82
68
71
51
70
58
67
49
76
65
72
67
72
57
71
68
68
73
71
70
80
67
70
77
80
68
73
71
69
60
64
60
68
63
64
59
54
69
79
73
86
63
72
62
65
57
56
64
57
69
63
66
75
77
63
63
60
66
72
65
72
70
73
71
66
67
61
71
65
63
64
72
74
54
56
69
57
69
68
75
63
78
65
59
77
72
66
68
73
69
67
62
63
66
92
64
64
60
68
79
59
66
59
68
58
57
66
72
64
69
68
61
73
73
61
66
73
63
56
55
65
74
56
62
57
70
62
70
78
70
55
71
68
60
61
64
65
55
67
71
59
58
65
68
63
65
64
71
62
75
60
68
71
75
83
66
63
57
54
69
58
70
73
70
70
69
64
61
82
56
63
68
62
50
65
57
66
70
59
62
63
72
49
72
66
69
64
67
69
70
60
83
62
74
59
67
65
55
63
55
60
66
67
70
66
70
63
57
62
70
79
57
59
69
57
75
68
73
75
64
73
67
66
68
63
85
64
64
60
60
59
73
62
77
83
67
60
67
73
76
68
65
66
62
68
71
64
58
66
71
58
64
74
74
82
70
77
73
82
74
57
48
78
65
70
75
67
66
72
66
67
72
66
64
70
50
66
68
63
64
67
86
61
61
56
62
63
64
78
74
66
69
62
71
60
61
72
74
70
64
65
73
71
69
59
66
67
61
56
68
79
66
78
79
64
77
77
74
63
64
67
69
70
62
62
76
63
75
60
75
75
63
53
76
71
70
66
64
62
70
74
56
69
58
63
69
70
69
76
66
63
63
64
64
71
64
63
73
71
77
72
66
61
62
59
60
76
58
75
62
74
75
80
70
64
69
66
61
67
74
67
74
85
67
67
77
62
70
66
68
71
61
58
63
75
76
66
72
62
68
62
73
65
51
74
60
60
71
52
71
51
60
54
64
72
74
73
68
75
62
61
68
64
69
69
66
56
64
67
62
62
74
65
67
79
64
68
62
50
61
63
65
70
73
68
69
57
68
70
67
58
53
68
65
73
71
68
66
67
63
65
58
68
70
89
72
71
86
51
77
68
67
67
68
55
66
72
72
75
83
64
64
72
70
84
66
59
70
70
70
67
62
72
64
71
70
63
59
65
64
80
67
71
67
58
70
71
73
66
62
75
77
80
68
75
74
55
57
66
77
67
70
71
72
68
62
70
76
56
63
71
73
57
74
60
55
66
68
67
76
75
72
65
67
71
71
74
62
83
74
65
66
62
72
75
74
65
76
70
69
62
62
78
61
71
75
79
83
60
65
60
67
74
67
54
53
67
64
76
61
65
69
62
63
63
69
83
59
69
57
64
51
72
71
62
59
70
62
64
66
74
58
66
69
64
71
59
72
70
67
82
65
68
73
66
75
57
64
72
63
61
72
64
69
60
69
66
69
71
72
68
64
57
59
60
66
71
59
70
66
71
53
63
54
62
81
68
67
72
63
64
56
81
72
54
59
65
62
82
70
60
59
65
68
70
72
54
75
66
65
63
61
70
67
68
57
61
53
76
64
64
64
68
62
56
67
63
64
63
60
69
65
59
60
65
71
62
66
74
72
76
62
78
52
70
66
70
73
71
62
52
67
59
79
73
60
71
58
64
49
71
74
68
66
72
63
65
67
73
76
75
71
67
70
59
57
61
69
62
64
60
73
70
74
66
64
72
62
72
52
52
71
68
73
58
66
60
69
63
71
69
67
67
64
72
64
66
73
72
59
69
62
68
73
59
57
71
62
54
60
65
64
59
65
53
58
66
50
69
67
64
67
73
50
64
65
70
60
64
68
67
60
66
63
79
61
76
69
59
51
55
60
57
59
68
57
67
64
61
69
56
73
62
64
51
75
69
74
69
67
64
64
63
72
70
66
62
65
65
67
82
63
68
60
66
57
72
67
70
68
71
52
68
62
88
64
63
67
59
65
57
59
68
65
64
64
60
66
62
59
62
54
60
76
72
69
62
57
58
66
66
63
63
63
58
47
74
70
70
67
71
77
70
68
78
68
55
73
73
71
68
66
58
71
65
73
74
69
71
63
59
57
55
61
72
71
71
64
62
76
66
67
70
72
59
73
74
66
66
78
62
67
62
64
71
75
60
52
74
58
68
75
64
71
62
63
75
63
63
66
69
75
56
72
60
57
67
67
54
75
71
66
75
65
64
64
47
74
74
71
72
70
64
66
63
74
71
69
65
55
69
66
68
67
61
75
61
76
69
65
73
52
69
57
63
60
69
67
69
65
70
69
79
66
71
65
82
71
68
67
64
74
68
56
61
63
68
64
57
74
65
57
66
69
70
69
59
69
73
70
67
66
50
57
65
62
73
68
66
63
68
64
72
75
61
67
65
70
59
67
61
70
68
60
56
68
69
67
76
62
68
66
62
68
83
66
65
75
51
55
55
56
68
56
62
64
61
67
56
75
73
80
69
61
75
67
73
58
65
69
71
70
65
76
72
64
60
62
57
75
68
67
67
67
67
64
59
69
69
56
69
74
74
69
64
83
62
67
71
72
62
76
59
66
67
70
70
63
63
72
55
54
66
63
51
61
74
